"CustomerId","Age","VegOrNonVeg","PreviousOrders","FavouriteCuisine","AverageBill","OrderedItem"
"53","32","Veg","20","North Indian","1315.38","Paneer Butter Masala"
"232","49","Veg","34","Chinese","650.88","Veg Biryani"
"285","24","Veg","2","Continental","406.75","Margherita Pizza"
"219","46","NonVeg","26","North Indian","347.11","Chicken Biryani"
"342","55","Veg","37","Chinese","410.14","Hakka Noodles"
"6","43","NonVeg","42","Italian","820.42","Fish Curry"
"190","50","NonVeg","39","Continental","1288.9","Chicken Pizza"
"82","55","Veg","14","South Indian","469.71","Veg Biryani"
"372","44","NonVeg","36","Continental","982.38","Gulab Jamun"
"440","39","NonVeg","9","Continental","1117.38","Fish Curry"
"318","35","Veg","29","North Indian","851.73","Paneer Butter Masala"
"461","32","Veg","10","Chinese","248.59","Gulab Jamun"
"3","47","Veg","42","Italian","803.27","Hakka Noodles"
"490","33","NonVeg","39","North Indian","501.5","Butter Chicken"
"109","57","NonVeg","7","Chinese","779.99","Gulab Jamun"
"189","19","Veg","30","Chinese","814.73","Hakka Noodles"
"122","21","Veg","27","Italian","1165.02","Margherita Pizza"
"419","54","Veg","12","South Indian","1230.6","Hakka Noodles"
"24","43","NonVeg","13","Chinese","966.56","Butter Chicken"
"257","19","Veg","25","North Indian","1025.95","Paneer Butter Masala"
"265","32","NonVeg","44","South Indian","932.9","Chicken Pizza"
"116","24","Veg","20","South Indian","1062.67","Margherita Pizza"
"35","26","Veg","28","Continental","636.3","Veg Biryani"
"279","37","NonVeg","39","South Indian","576.67","Chicken Biryani"
"16","47","Veg","6","North Indian","1056.02","Paneer Butter Masala"
"209","30","NonVeg","11","South Indian","548.15","Chicken Pizza"
"175","57","Veg","41","Continental","1158.57","Margherita Pizza"
"430","56","Veg","15","Continental","711.63","Paneer Butter Masala"
"448","35","NonVeg","14","North Indian","1347.91","Chicken Biryani"
"289","23","Veg","1","South Indian","418.82","Masala Dosa"
"470","65","Veg","4","South Indian","963.79","Veg Biryani"
"309","48","Veg","23","Continental","428.89","Veg Biryani"
"409","40","Veg","13","Chinese","386.85","Paneer Butter Masala"
"452","39","Veg","15","Continental","806.9","Masala Dosa"
"326","25","Veg","28","Continental","1106.58","Margherita Pizza"
"416","57","Veg","35","South Indian","1283.71","Masala Dosa"
"375","54","Veg","34","Chinese","512.58","Paneer Butter Masala"
"343","36","Veg","2","Chinese","1091.81","Masala Dosa"
"252","69","Veg","6","Chinese","224.5","Paneer Butter Masala"
"220","57","Veg","20","Continental","1340.25","Margherita Pizza"
"340","58","Veg","12","Italian","1362.34","Hakka Noodles"
"355","31","Veg","11","Italian","364.43","Hakka Noodles"
"397","24","Veg","1","Italian","1338.17","Margherita Pizza"
"382","34","Veg","39","Chinese","572.96","Paneer Butter Masala"
"473","45","NonVeg","14","South Indian","551.42","Chicken Biryani"
"288","42","Veg","35","Chinese","187.21","Veg Biryani"
"359","21","Veg","39","Continental","1133.43","Gulab Jamun"
"311","41","Veg","1","Italian","954.65","Margherita Pizza"
"234","63","NonVeg","29","South Indian","1280.12","Butter Chicken"
"374","69","Veg","38","Continental","1098.31","Gulab Jamun"
"331","64","NonVeg","43","South Indian","441.73","Chicken Pizza"
"123","32","NonVeg","24","Continental","235.16","Fish Curry"
"39","69","NonVeg","30","South Indian","567.27","Chicken Pizza"
"299","69","Veg","4","North Indian","311.37","Veg Biryani"
"43","64","NonVeg","2","North Indian","1342.55","Chicken Biryani"
"280","54","Veg","19","North Indian","1332.25","Paneer Butter Masala"
"293","55","Veg","39","North Indian","445.51","Paneer Butter Masala"
"2","49","Veg","20","North Indian","983.74","Paneer Butter Masala"
"453","39","Veg","5","Continental","256.03","Hakka Noodles"
"206","22","NonVeg","4","Italian","372.74","Hakka Noodles"
"142","34","Veg","16","South Indian","802.69","Paneer Butter Masala"
"129","50","NonVeg","40","South Indian","194.29","Butter Chicken"
"139","22","NonVeg","14","Italian","278.62","Fish Curry"
"143","30","Veg","40","South Indian","963.82","Masala Dosa"
"316","50","Veg","3","Chinese","388.86","Masala Dosa"
"136","38","NonVeg","7","North Indian","1043.99","Chicken Biryani"
"400","44","NonVeg","3","South Indian","957.9","Chicken Biryani"
"500","52","NonVeg","4","Chinese","340.68","Chicken Biryani"
"39","51","NonVeg","39","Italian","1375.86","Fish Curry"
"500","69","Veg","37","Continental","932.36","Gulab Jamun"
"352","67","Veg","16","North Indian","187.24","Paneer Butter Masala"
"372","34","Veg","1","Continental","764.63","Hakka Noodles"
"475","32","Veg","2","Continental","936.78","Paneer Butter Masala"
"378","58","Veg","32","South Indian","412.82","Veg Biryani"
"268","27","Veg","1","South Indian","1139.55","Masala Dosa"
"362","48","NonVeg","6","Chinese","536.18","Hakka Noodles"
"157","53","Veg","23","Continental","583.08","Masala Dosa"
"349","65","NonVeg","44","Chinese","239.86","Gulab Jamun"
"89","33","NonVeg","36","Chinese","1317.37","Hakka Noodles"
"62","33","NonVeg","31","Continental","427.64","Chicken Pizza"
"348","28","Veg","15","Continental","450.78","Gulab Jamun"
"47","61","Veg","38","South Indian","710.38","Margherita Pizza"
"149","45","Veg","33","North Indian","1187.27","Veg Biryani"
"139","24","Veg","16","South Indian","835.79","Gulab Jamun"
"187","19","NonVeg","6","Continental","407.39","Fish Curry"
"342","65","NonVeg","37","Chinese","181.19","Chicken Pizza"
"239","26","Veg","23","Continental","281.57","Veg Biryani"
"389","50","NonVeg","17","Continental","1173.25","Butter Chicken"
"47","18","Veg","30","Continental","681.37","Margherita Pizza"
"397","69","Veg","12","Chinese","1043.48","Margherita Pizza"
"310","35","Veg","37","Continental","915.8","Margherita Pizza"
"478","58","Veg","21","Continental","1140.29","Gulab Jamun"
"203","38","NonVeg","16","Chinese","895.63","Butter Chicken"
"447","65","NonVeg","26","North Indian","888.35","Chicken Biryani"
"96","54","Veg","17","South Indian","1000.48","Margherita Pizza"
"145","46","Veg","10","Italian","367.73","Margherita Pizza"
"117","51","Veg","28","South Indian","344.41","Margherita Pizza"
"289","30","NonVeg","6","Continental","645.61","Hakka Noodles"
"219","50","NonVeg","2","South Indian","1052.44","Chicken Biryani"
"44","35","Veg","6","North Indian","1098.72","Veg Biryani"
"428","20","Veg","20","North Indian","318.6","Paneer Butter Masala"
"132","45","NonVeg","20","Continental","971.38","Butter Chicken"
"223","66","Veg","14","South Indian","915.65","Veg Biryani"
"458","23","Veg","19","North Indian","1203.51","Paneer Butter Masala"
"154","51","Veg","17","Italian","355.32","Hakka Noodles"
"94","25","NonVeg","12","Chinese","1046.03","Gulab Jamun"
"49","64","Veg","3","Italian","389.31","Margherita Pizza"
"206","51","NonVeg","7","Continental","951.6","Gulab Jamun"
"479","70","NonVeg","12","North Indian","1308.28","Butter Chicken"
"444","45","Veg","23","North Indian","1327.36","Paneer Butter Masala"
"382","38","Veg","40","North Indian","488.48","Veg Biryani"
"111","35","Veg","30","South Indian","1162.4","Veg Biryani"
"499","58","NonVeg","23","South Indian","1254.62","Hakka Noodles"
"83","20","NonVeg","35","North Indian","456.41","Butter Chicken"
"176","50","Veg","10","Italian","431.03","Margherita Pizza"
"131","69","NonVeg","17","South Indian","958.22","Chicken Pizza"
"330","46","NonVeg","6","Italian","1063.29","Hakka Noodles"
"378","62","NonVeg","3","North Indian","1248.27","Butter Chicken"
"167","26","Veg","2","North Indian","897.35","Paneer Butter Masala"
"359","69","NonVeg","27","Italian","1224.57","Hakka Noodles"
"398","42","NonVeg","11","North Indian","1063.98","Chicken Biryani"
"252","20","Veg","22","Chinese","786.02","Margherita Pizza"
"389","39","Veg","15","North Indian","893.1","Veg Biryani"
"410","28","Veg","3","South Indian","1291.83","Gulab Jamun"
"287","65","Veg","39","Italian","1311.79","Hakka Noodles"
"189","63","NonVeg","7","Continental","1333.5","Fish Curry"
"59","45","Veg","5","Italian","1176.12","Margherita Pizza"
"280","23","Veg","13","South Indian","1307.64","Hakka Noodles"
"128","27","NonVeg","36","North Indian","1351.72","Chicken Biryani"
"70","56","Veg","25","Chinese","1297.69","Margherita Pizza"
"275","28","Veg","28","North Indian","659.9","Veg Biryani"
"345","48","NonVeg","5","Continental","1020.23","Hakka Noodles"
"402","23","Veg","1","Italian","196.41","Margherita Pizza"
"340","33","Veg","44","South Indian","325.85","Veg Biryani"
"396","50","NonVeg","40","Italian","1354.53","Hakka Noodles"
"451","23","Veg","24","Chinese","191.74","Gulab Jamun"
"303","43","Veg","13","Chinese","859.24","Gulab Jamun"
"311","45","Veg","41","Italian","583.21","Hakka Noodles"
"456","39","NonVeg","13","Chinese","1224.46","Gulab Jamun"
"483","63","Veg","32","North Indian","1258.49","Paneer Butter Masala"
"498","28","NonVeg","1","Italian","1261.93","Fish Curry"
"403","37","Veg","25","Chinese","267.12","Gulab Jamun"
"49","30","NonVeg","29","Continental","384.54","Butter Chicken"
"353","18","NonVeg","7","South Indian","1368.23","Hakka Noodles"
"309","61","Veg","30","Italian","950.06","Margherita Pizza"
"156","36","Veg","20","Continental","931.21","Veg Biryani"
"12","21","NonVeg","36","Chinese","307.8","Chicken Pizza"
"316","60","Veg","33","North Indian","1220.26","Veg Biryani"
"98","48","Veg","41","Continental","525.88","Paneer Butter Masala"
"274","58","Veg","19","Continental","404.56","Gulab Jamun"
"443","23","Veg","24","South Indian","1122.69","Paneer Butter Masala"
"475","36","Veg","39","South Indian","999.22","Veg Biryani"
"19","25","Veg","35","Continental","1363.94","Gulab Jamun"
"391","22","Veg","15","Italian","319.36","Hakka Noodles"
"144","48","NonVeg","41","South Indian","752.42","Chicken Biryani"
"342","65","NonVeg","4","North Indian","1076.5","Chicken Biryani"
"106","61","Veg","27","North Indian","474.92","Veg Biryani"
"315","70","NonVeg","9","Chinese","791.61","Chicken Biryani"
"17","32","NonVeg","30","South Indian","304.77","Hakka Noodles"
"391","25","NonVeg","10","Continental","975.36","Fish Curry"
"124","30","NonVeg","11","Chinese","605.03","Fish Curry"
"132","23","Veg","39","Chinese","863.07","Gulab Jamun"
"296","24","NonVeg","43","Chinese","969.31","Butter Chicken"
"313","68","NonVeg","29","Italian","959.65","Fish Curry"
"333","21","Veg","26","South Indian","696.85","Veg Biryani"
"379","44","NonVeg","7","Continental","639.4","Butter Chicken"
"81","61","Veg","24","Chinese","1102.55","Veg Biryani"
"9","40","Veg","1","South Indian","406.53","Hakka Noodles"
"135","69","Veg","31","Italian","924.61","Margherita Pizza"
"19","54","Veg","7","South Indian","898.47","Hakka Noodles"
"321","70","NonVeg","13","Continental","1181.67","Fish Curry"
"71","33","Veg","39","North Indian","737.48","Veg Biryani"
"326","40","Veg","11","Italian","956.99","Hakka Noodles"
"257","58","Veg","34","Italian","765.32","Margherita Pizza"
"64","45","Veg","8","South Indian","329.76","Masala Dosa"
"214","32","Veg","16","Chinese","632.25","Hakka Noodles"
"348","50","Veg","7","Continental","332.97","Veg Biryani"
"138","21","NonVeg","42","Continental","643.14","Chicken Pizza"
"119","37","Veg","16","Italian","333.41","Margherita Pizza"
"385","35","NonVeg","15","Chinese","197.17","Hakka Noodles"
"71","18","NonVeg","12","Continental","449.19","Gulab Jamun"
"73","69","Veg","16","Chinese","1162.55","Hakka Noodles"
"225","23","Veg","33","South Indian","1202.14","Paneer Butter Masala"
"458","48","Veg","11","North Indian","407.88","Veg Biryani"
"142","41","Veg","5","Continental","1290.39","Gulab Jamun"
"28","45","Veg","8","Chinese","341.39","Hakka Noodles"
"195","33","NonVeg","14","Continental","290.44","Butter Chicken"
"118","53","Veg","8","Chinese","564.79","Margherita Pizza"
"223","23","NonVeg","2","North Indian","451.43","Chicken Biryani"
"268","67","NonVeg","40","South Indian","1212.89","Chicken Pizza"
"289","35","Veg","32","Italian","651.26","Margherita Pizza"
"135","47","Veg","5","Continental","810.33","Margherita Pizza"
"384","30","Veg","27","Continental","237.25","Paneer Butter Masala"
"209","29","NonVeg","40","North Indian","913.18","Chicken Biryani"
"180","56","NonVeg","11","Italian","1204.54","Hakka Noodles"
"169","34","Veg","41","Italian","970.04","Hakka Noodles"
"269","65","Veg","31","Continental","390.85","Margherita Pizza"
"355","37","Veg","36","South Indian","1103.12","Gulab Jamun"
"57","28","Veg","35","Continental","373.61","Veg Biryani"
"421","53","Veg","30","Continental","1272.24","Veg Biryani"
"457","32","Veg","18","Chinese","694.9","Margherita Pizza"
"163","46","Veg","20","South Indian","1234.94","Masala Dosa"
"180","21","Veg","4","Italian","959.25","Margherita Pizza"
"62","48","NonVeg","22","North Indian","448.38","Chicken Biryani"
"114","38","Veg","12","North Indian","1014.22","Veg Biryani"
"48","33","Veg","15","Italian","1136.08","Margherita Pizza"
"328","62","Veg","13","South Indian","1126.65","Masala Dosa"
"297","50","Veg","12","Italian","760.13","Hakka Noodles"
"344","19","Veg","10","Continental","1126.4","Paneer Butter Masala"
"79","52","Veg","9","North Indian","297.18","Paneer Butter Masala"
"387","34","NonVeg","38","Chinese","495.51","Chicken Biryani"
"371","26","NonVeg","20","South Indian","743.39","Fish Curry"
"383","66","Veg","10","North Indian","941.52","Paneer Butter Masala"
"141","25","Veg","1","North Indian","669.08","Paneer Butter Masala"
"93","64","Veg","31","North Indian","775.89","Paneer Butter Masala"
"152","62","NonVeg","10","Italian","1163.64","Hakka Noodles"
"431","44","NonVeg","15","Chinese","1315.56","Hakka Noodles"
"365","40","Veg","21","Continental","650.53","Masala Dosa"
"88","50","Veg","38","Continental","769.39","Margherita Pizza"
"139","26","Veg","43","Chinese","846.96","Margherita Pizza"
"44","36","Veg","36","Continental","734.43","Gulab Jamun"
"320","54","Veg","21","Chinese","685.12","Paneer Butter Masala"
"225","70","Veg","5","South Indian","727.09","Veg Biryani"
"112","23","Veg","15","South Indian","333.38","Margherita Pizza"
"166","25","Veg","18","South Indian","880.75","Margherita Pizza"
"42","50","NonVeg","41","Chinese","951.01","Butter Chicken"
"462","50","Veg","4","South Indian","823.33","Gulab Jamun"
"89","37","Veg","5","Continental","1172.29","Paneer Butter Masala"
"122","33","Veg","15","Italian","1216.83","Margherita Pizza"
"277","41","Veg","37","North Indian","550.1","Paneer Butter Masala"
"191","70","Veg","36","North Indian","620.95","Paneer Butter Masala"
"249","48","NonVeg","27","South Indian","540.62","Fish Curry"
"385","46","Veg","34","South Indian","364.67","Masala Dosa"
"159","66","Veg","35","Italian","1187.06","Hakka Noodles"
"85","62","Veg","11","South Indian","624.66","Gulab Jamun"
"190","51","NonVeg","21","South Indian","1135.21","Fish Curry"
"362","61","Veg","25","Chinese","1076.15","Gulab Jamun"
"454","59","NonVeg","7","North Indian","1120.09","Chicken Biryani"
"40","49","Veg","24","North Indian","257.82","Paneer Butter Masala"
"363","48","Veg","41","South Indian","573.54","Hakka Noodles"
"456","55","Veg","16","South Indian","647.74","Gulab Jamun"
"42","68","NonVeg","5","South Indian","892.94","Fish Curry"
"28","45","Veg","26","North Indian","493.2","Paneer Butter Masala"
"16","18","Veg","33","Continental","540.21","Veg Biryani"
"125","22","Veg","19","Chinese","1376.46","Hakka Noodles"
"46","43","NonVeg","18","Chinese","1375.95","Hakka Noodles"
"324","23","NonVeg","21","Italian","1374.78","Hakka Noodles"
"30","53","Veg","3","South Indian","984.21","Hakka Noodles"
"347","56","Veg","4","Chinese","1236.8","Masala Dosa"
"434","58","Veg","27","Chinese","1181.53","Masala Dosa"
"17","38","Veg","12","North Indian","1337.68","Paneer Butter Masala"
"452","35","Veg","14","South Indian","640.03","Paneer Butter Masala"
"207","19","Veg","15","South Indian","407.29","Masala Dosa"
"377","31","Veg","6","South Indian","657.28","Veg Biryani"
"169","44","NonVeg","8","Continental","1115.61","Chicken Biryani"
"139","35","Veg","32","Continental","212.11","Gulab Jamun"
"200","38","Veg","22","Chinese","1127.92","Veg Biryani"
"372","68","Veg","29","South Indian","724.87","Paneer Butter Masala"
"71","28","NonVeg","25","North Indian","514.58","Butter Chicken"
"416","21","Veg","27","North Indian","858.27","Paneer Butter Masala"
"352","46","Veg","8","Chinese","342.28","Hakka Noodles"
"432","68","Veg","27","Chinese","605.12","Masala Dosa"
"273","66","Veg","15","Italian","892.53","Margherita Pizza"
"64","25","NonVeg","33","North Indian","345.12","Butter Chicken"
"157","25","NonVeg","10","Continental","862.81","Hakka Noodles"
"206","34","NonVeg","15","Italian","229.45","Fish Curry"
"123","33","Veg","41","Continental","512.6","Hakka Noodles"
"83","64","Veg","43","South Indian","521.72","Gulab Jamun"
"204","61","Veg","44","Italian","869.47","Hakka Noodles"
"400","53","NonVeg","35","South Indian","838.78","Gulab Jamun"
"303","65","Veg","25","North Indian","342.81","Paneer Butter Masala"
"423","28","Veg","38","Continental","1239.22","Paneer Butter Masala"
"134","64","Veg","13","South Indian","358.16","Paneer Butter Masala"
"240","44","Veg","21","South Indian","183.41","Hakka Noodles"
"313","61","Veg","33","North Indian","716","Paneer Butter Masala"
"497","58","Veg","7","Italian","852.9","Margherita Pizza"
"314","63","Veg","31","North Indian","854.53","Paneer Butter Masala"
"396","59","Veg","18","Italian","817.12","Hakka Noodles"
"198","34","NonVeg","6","North Indian","331.08","Chicken Biryani"
"184","40","NonVeg","20","North Indian","444.7","Chicken Biryani"
"54","63","NonVeg","26","North Indian","510.22","Chicken Biryani"
"315","54","Veg","20","Chinese","1201.21","Masala Dosa"
"20","51","NonVeg","41","South Indian","1180.27","Fish Curry"
"226","55","Veg","20","North Indian","895.79","Veg Biryani"
"222","58","Veg","16","South Indian","492.28","Veg Biryani"
"464","43","Veg","12","Continental","1001.5","Margherita Pizza"
"313","26","Veg","13","Chinese","1099.27","Paneer Butter Masala"
"396","58","NonVeg","18","Italian","573.56","Fish Curry"
"81","48","Veg","30","North Indian","966.23","Paneer Butter Masala"
"466","25","Veg","26","North Indian","403.44","Paneer Butter Masala"
"70","22","Veg","7","Chinese","315.31","Paneer Butter Masala"
"272","63","Veg","37","North Indian","1172.27","Paneer Butter Masala"
"4","60","NonVeg","42","Continental","963.44","Butter Chicken"
"460","35","NonVeg","2","Italian","1098.61","Hakka Noodles"
"4","58","Veg","26","Chinese","1012.92","Veg Biryani"
"338","43","NonVeg","10","South Indian","961.17","Hakka Noodles"
"354","69","NonVeg","37","Continental","921.16","Hakka Noodles"
"179","19","Veg","24","Chinese","1288.53","Gulab Jamun"
"381","30","Veg","16","North Indian","444.22","Veg Biryani"
"44","66","Veg","6","South Indian","825.3","Gulab Jamun"
"158","41","NonVeg","1","Chinese","578.08","Hakka Noodles"
"173","18","NonVeg","7","South Indian","434.11","Chicken Pizza"
"374","41","Veg","34","North Indian","959.11","Veg Biryani"
"125","21","Veg","19","Continental","1276.02","Margherita Pizza"
"34","66","Veg","4","Chinese","923.93","Masala Dosa"
"287","27","NonVeg","27","Italian","230.72","Fish Curry"
"111","33","NonVeg","1","North Indian","680.77","Chicken Biryani"
"238","23","Veg","40","South Indian","588.02","Margherita Pizza"
"195","25","NonVeg","19","Italian","257.48","Fish Curry"
"51","19","Veg","27","North Indian","511.37","Paneer Butter Masala"
"124","40","Veg","27","North Indian","389.65","Paneer Butter Masala"
"391","21","NonVeg","22","Italian","215.02","Fish Curry"
"406","62","Veg","13","North Indian","890.33","Paneer Butter Masala"
"20","29","NonVeg","44","North Indian","401.39","Chicken Biryani"
"132","37","Veg","7","Italian","323.91","Hakka Noodles"
"338","39","Veg","8","South Indian","454.96","Veg Biryani"
"42","57","Veg","2","Continental","910.06","Veg Biryani"
"95","70","NonVeg","31","South Indian","528.78","Fish Curry"
"101","59","Veg","44","Chinese","430.57","Margherita Pizza"
"351","55","Veg","41","South Indian","800.58","Paneer Butter Masala"
"217","66","NonVeg","16","North Indian","342.66","Butter Chicken"
"243","30","Veg","26","Continental","1325.98","Veg Biryani"
"188","25","Veg","37","Italian","268.37","Margherita Pizza"
"306","52","NonVeg","1","North Indian","749.19","Chicken Biryani"
"17","19","Veg","5","North Indian","638.62","Veg Biryani"
"40","57","Veg","7","South Indian","1088.66","Hakka Noodles"
"274","32","NonVeg","12","Italian","1037.81","Hakka Noodles"
"286","69","NonVeg","20","North Indian","571.96","Chicken Biryani"
"135","53","NonVeg","30","South Indian","1165.79","Hakka Noodles"
"109","33","NonVeg","26","Italian","723.1","Hakka Noodles"
"196","40","Veg","14","Chinese","533.08","Gulab Jamun"
"181","30","NonVeg","34","Chinese","256.95","Hakka Noodles"
"28","55","Veg","3","Chinese","734.96","Veg Biryani"
"38","21","NonVeg","42","Italian","1153.77","Hakka Noodles"
"498","70","NonVeg","12","Chinese","576.05","Hakka Noodles"
"272","33","Veg","2","North Indian","395.19","Paneer Butter Masala"
"214","18","Veg","34","Continental","1269.08","Hakka Noodles"
"290","52","NonVeg","44","Italian","374.83","Fish Curry"
"179","23","Veg","22","South Indian","559.88","Hakka Noodles"
"125","66","Veg","33","Italian","619.94","Margherita Pizza"
"209","22","Veg","13","North Indian","793.47","Paneer Butter Masala"
"28","23","Veg","40","North Indian","957.44","Paneer Butter Masala"
"172","50","Veg","8","South Indian","678.33","Veg Biryani"
"99","36","NonVeg","38","Italian","403.63","Fish Curry"
"54","24","Veg","24","North Indian","393.91","Paneer Butter Masala"
"286","57","Veg","29","Chinese","374.93","Margherita Pizza"
"497","57","Veg","30","Italian","541.85","Hakka Noodles"
"151","39","Veg","42","Italian","1265.42","Hakka Noodles"
"367","66","Veg","15","Italian","442.35","Margherita Pizza"
"486","59","Veg","21","South Indian","1317.79","Hakka Noodles"
"426","51","Veg","12","Italian","1108.06","Margherita Pizza"
"304","48","NonVeg","39","North Indian","425.09","Chicken Biryani"
"358","46","Veg","13","Italian","1146.58","Margherita Pizza"
"421","39","Veg","42","South Indian","1185.68","Paneer Butter Masala"
"483","31","Veg","16","North Indian","207.29","Paneer Butter Masala"
"389","30","Veg","6","Chinese","719.55","Margherita Pizza"
"172","18","Veg","1","Italian","330.37","Hakka Noodles"
"117","52","NonVeg","7","North Indian","487.29","Chicken Biryani"
"119","44","Veg","42","South Indian","192.77","Hakka Noodles"
"159","45","NonVeg","8","Italian","951.59","Fish Curry"
"157","45","NonVeg","16","North Indian","1304.97","Chicken Biryani"
"197","36","NonVeg","32","Continental","777.19","Chicken Pizza"
"302","38","Veg","34","South Indian","1057","Gulab Jamun"
"367","57","Veg","20","North Indian","828.74","Paneer Butter Masala"
"245","33","NonVeg","22","Continental","212.26","Gulab Jamun"
"66","29","Veg","15","Chinese","1285.48","Veg Biryani"
"74","34","Veg","23","South Indian","1193.35","Gulab Jamun"
"70","47","Veg","41","Italian","1036.55","Margherita Pizza"
"386","61","NonVeg","18","Continental","874.36","Gulab Jamun"
"29","47","Veg","21","South Indian","1264.43","Gulab Jamun"
"82","47","Veg","36","Italian","746.12","Margherita Pizza"
"218","30","NonVeg","31","Continental","882.83","Fish Curry"
"372","38","Veg","14","Italian","600.63","Margherita Pizza"
"195","35","NonVeg","16","Continental","613.33","Butter Chicken"
"377","20","NonVeg","42","North Indian","287.79","Butter Chicken"
"497","44","NonVeg","11","North Indian","1350.11","Butter Chicken"
"295","38","NonVeg","44","Chinese","581.58","Hakka Noodles"
"90","62","NonVeg","25","North Indian","557.09","Chicken Biryani"
"115","56","Veg","5","Italian","1108.36","Hakka Noodles"
"99","54","NonVeg","22","Chinese","1000.03","Chicken Pizza"
"445","25","Veg","17","North Indian","1081.97","Veg Biryani"
"469","50","Veg","2","South Indian","1140.18","Veg Biryani"
"100","36","NonVeg","35","South Indian","866.93","Chicken Pizza"
"383","70","NonVeg","9","North Indian","1095.64","Chicken Biryani"
"350","30","NonVeg","29","Italian","649.7","Fish Curry"
"356","53","Veg","25","North Indian","528.82","Paneer Butter Masala"
"62","52","Veg","43","North Indian","530.63","Veg Biryani"
"175","18","Veg","5","Chinese","1379.47","Hakka Noodles"
"71","58","NonVeg","44","North Indian","328.97","Chicken Biryani"
"189","25","NonVeg","18","South Indian","465.82","Hakka Noodles"
"334","25","Veg","13","South Indian","765.32","Margherita Pizza"
"172","23","Veg","21","South Indian","951.04","Margherita Pizza"
"109","37","NonVeg","18","Italian","600.43","Fish Curry"
"452","19","Veg","8","Italian","863.9","Margherita Pizza"
"256","28","NonVeg","3","Italian","1073.82","Fish Curry"
"438","34","Veg","23","Continental","996.4","Gulab Jamun"
"333","55","NonVeg","22","Italian","1137.13","Fish Curry"
"390","52","NonVeg","40","North Indian","373.47","Chicken Biryani"
"53","31","NonVeg","41","North Indian","1097.96","Chicken Biryani"
"454","40","NonVeg","40","Italian","1179.27","Fish Curry"
"24","31","NonVeg","30","Continental","588.46","Chicken Biryani"
"166","28","Veg","34","Chinese","466.54","Gulab Jamun"
"276","68","Veg","26","North Indian","1058.3","Veg Biryani"
"31","47","NonVeg","41","Italian","1104.41","Fish Curry"
"140","60","Veg","43","Italian","1089.24","Margherita Pizza"
"199","25","Veg","37","South Indian","1057.68","Margherita Pizza"
"33","42","Veg","24","North Indian","1108.9","Paneer Butter Masala"
"234","39","Veg","5","South Indian","607.34","Gulab Jamun"
"350","59","Veg","26","Chinese","1363.99","Gulab Jamun"
"192","57","Veg","22","Continental","243.42","Masala Dosa"
"402","33","NonVeg","1","Chinese","364.45","Butter Chicken"
"46","26","Veg","44","South Indian","1374.96","Gulab Jamun"
"203","24","Veg","18","Continental","1152.85","Gulab Jamun"
"187","51","Veg","33","South Indian","1016.01","Veg Biryani"
"357","55","Veg","32","North Indian","998.24","Paneer Butter Masala"
"58","55","Veg","9","North Indian","977.35","Veg Biryani"
"304","23","Veg","44","Italian","911.35","Hakka Noodles"
"313","47","NonVeg","11","North Indian","1352.91","Chicken Biryani"
"330","68","Veg","21","South Indian","695.95","Paneer Butter Masala"
"232","47","Veg","14","South Indian","632.65","Hakka Noodles"
"207","18","NonVeg","7","North Indian","527.6","Chicken Biryani"
"262","44","NonVeg","4","Chinese","1099.09","Chicken Pizza"
"72","61","NonVeg","31","Italian","286.81","Fish Curry"
"380","56","NonVeg","11","Chinese","728.88","Chicken Biryani"
"279","23","Veg","11","Chinese","353.19","Veg Biryani"
"274","38","NonVeg","31","North Indian","433.82","Butter Chicken"
"229","55","Veg","30","South Indian","342.9","Masala Dosa"
"366","54","NonVeg","13","Chinese","563.29","Gulab Jamun"
"143","22","Veg","37","Continental","964.3","Masala Dosa"
"193","29","Veg","28","Continental","1338.37","Paneer Butter Masala"
"215","28","Veg","39","North Indian","895.44","Paneer Butter Masala"
"6","52","Veg","15","Italian","543.49","Margherita Pizza"
"217","31","Veg","37","Continental","1171.34","Masala Dosa"
"156","42","Veg","25","Continental","494.65","Masala Dosa"
"251","33","Veg","8","North Indian","264.79","Paneer Butter Masala"
"238","48","Veg","32","Italian","541.91","Margherita Pizza"
"217","64","Veg","16","Italian","508.06","Margherita Pizza"
"478","52","NonVeg","7","Chinese","1322.87","Butter Chicken"
"374","66","Veg","15","South Indian","321.54","Gulab Jamun"
"175","22","Veg","11","North Indian","794.04","Paneer Butter Masala"
"342","36","Veg","24","North Indian","1329.88","Veg Biryani"
"291","40","Veg","44","South Indian","1233.78","Margherita Pizza"
"318","29","Veg","6","North Indian","834.45","Paneer Butter Masala"
"330","29","Veg","9","South Indian","1052.82","Hakka Noodles"
"393","46","Veg","34","North Indian","280.25","Paneer Butter Masala"
"156","36","NonVeg","44","Chinese","505.53","Hakka Noodles"
"252","31","Veg","11","South Indian","379.61","Veg Biryani"
"439","20","Veg","43","North Indian","1038.37","Paneer Butter Masala"
"66","19","NonVeg","11","South Indian","209.69","Gulab Jamun"
"441","29","Veg","35","South Indian","1135.2","Margherita Pizza"
"429","50","Veg","13","North Indian","568.68","Veg Biryani"
"481","46","Veg","25","Continental","367.81","Veg Biryani"
"247","67","Veg","17","Chinese","1270.58","Gulab Jamun"
"164","62","Veg","11","Chinese","395.8","Paneer Butter Masala"
"16","56","Veg","17","Italian","926.46","Hakka Noodles"
"214","42","NonVeg","18","Chinese","202.86","Hakka Noodles"
